Optimizer Name|Mean_Training_Loss_epoch1|Std_Training_Loss_epoch1|Mean_Training_Loss_epoch2|Std_Training_Loss_epoch2|Mean_Training_Loss_epoch3|Std_Training_Loss_epoch3|Mean_Training_Loss_epoch4|Std_Training_Loss_epoch4|Mean_Training_Loss_epoch5|Std_Training_Loss_epoch5|Mean_Training_Loss_epoch6|Std_Training_Loss_epoch6|Mean_Training_Loss_epoch7|Std_Training_Loss_epoch7|Mean_Training_Loss_epoch8|Std_Training_Loss_epoch8|Mean_Training_Loss_epoch9|Std_Training_Loss_epoch9|Mean_Training_Loss_epoch10|Std_Training_Loss_epoch10
AMSGrad|3.4753|0.014707821048679981|2.6651499999999997|0.10203550852521856|2.1167|0.23051681066681437|1.4641000000000002|0.32102647865869266|0.81025|0.32972389206728725|0.37605|0.21234416639032022|0.18455|0.10486393564996499|0.10705|0.06286179284748408|0.0664|0.03775950211536164|0.044649999999999995|0.02566797615707167
AMSGradCurvature|3.4789000000000003|0.028708535316173966|2.644|0.11497556262093268|2.06|0.2285369116794921|1.40375|0.32661262223006626|0.8077|0.35525044686812146|0.3991|0.23136533880423837|0.2061|0.1073388093841179|0.12714999999999999|0.0737512372777569|0.0887|0.06010407640085655|0.05985|0.037971634149717604
Adadelta|4.5666|0.0|4.43385|0.0004949747468297437|4.2253|0.005232590180780817|4.02175|0.005161879502662328|3.87345|0.004030508652763348|3.7669|0.002404163056034311|3.6866|0.0005656854249491757|3.62095|0.0002121320343560979|3.56555|0.001909188309203625|3.5167|0.002121320343559723
AdadeltaCurvature|4.5027|0.01117228714274779|4.2585|0.02531442276647844|4.04485|0.02467802666341046|3.8889500000000004|0.015202795795510982|3.7796000000000003|0.008485281374238735|3.6975|0.0031112698372206234|3.6344000000000003|0.0012727922061354885|3.5817|0.003535533905932662|3.5372|0.006788225099390737|3.4984|0.008061017305526696
Adagrad|3.71725|0.013930003589375179|3.3087999999999997|0.0012727922061354885|3.15685|0.0072831998462214225|3.04885|0.017324116139070703|2.9657|0.02135462479183358|2.8914999999999997|0.027435743110038005|2.82605|0.03146625176280151|2.7672499999999998|0.03415325753131025|2.71285|0.03542604973744574|2.6633|0.035638181771801836
AdagradCurvature|3.64095|0.005161879502661699|3.1569000000000003|0.0222031529292575|2.971|0.033092597359530546|2.8396|0.04030508652763332|2.73785|0.040941482630701145|2.65095|0.043345645686735455|2.5766|0.04341635636485395|2.51075|0.043345645686735296|2.45205|0.044052752467922084|2.39905|0.043204224330498316
Adam|3.46765|0.026375082938258302|2.6902999999999997|0.007919595949289244|2.1349|0.11681404025201782|1.4802|0.18978746007046926|0.8244|0.2049195451878615|0.41695000000000004|0.14262343776532668|0.2551|0.06731656556895933|0.20235|0.04461843789287114|0.1733|0.04652762620207484|0.15225|0.021142492757477756
AdamCurvature|3.4931|0.057558491988585064|2.6615|0.12402652942012075|2.08575|0.18575695141770607|1.4663499999999998|0.27966073195927943|0.8632|0.33318871529510113|0.46375|0.2420426512001552|0.27295|0.11914749262993328|0.2031|0.060528340469568474|0.16895|0.04136574669941303|0.1622|0.0328097546470558
AdamW|3.5020499999999997|0.0381130555059548|2.698|0.09616652224137055|2.08085|0.1669479110381437|1.4358|0.25300280630854677|0.8172999999999999|0.3017931742104184|0.42235|0.1986262948353012|0.2539|0.09842926394116744|0.2061|0.04751757569573601|0.1711|0.03705239533417509|0.15275|0.026516504294495525
AdamWCurvature|3.4804500000000003|0.011525840533340711|2.6708499999999997|0.07983235559596122|2.0684500000000003|0.2119199023216085|1.4133|0.31225835457197954|0.79895|0.3315623696983722|0.41885|0.21743533521486336|0.2652|0.10960155108391485|0.20695000000000002|0.059043416229076724|0.17535|0.05154808434849932|0.154|0.03790092347159893
